"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2018","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12750","Eurobodalla (A)","A","Annual","2014","2014",37483,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12750","Eurobodalla (A)","A","Annual","2015","2015",37733,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12750","Eurobodalla (A)","A","Annual","2016","2016",37919,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12750","Eurobodalla (A)","A","Annual","2017","2017",38097,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12750","Eurobodalla (A)","A","Annual","2018","2018",38288,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2001","2001",187825,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2002","2002",187089,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2003","2003",186489,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2004","2004",185562,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2005","2005",185740,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2006","2006",186117,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2007","2007",187872,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2008","2008",190654,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2009","2009",193557,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2010","2010",195174,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2011","2011",196479,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2012","2012",198106,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2013","2013",200098,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2014","2014",201788,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2015","2015",203490,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2016","2016",205675,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2017","2017",208636,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12850","Fairfield (C)","A","Annual","2018","2018",210612,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2001","2001",12121,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2002","2002",12141,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2003","2003",12184,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2004","2004",12237,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2005","2005",12330,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2006","2006",12497,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2007","2007",12479,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2008","2008",12468,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2009","2009",12515,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2010","2010",12520,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2011","2011",12509,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2012","2012",12510,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2013","2013",12508,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2014","2014",12499,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2015","2015",12470,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2016","2016",12445,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2017","2017",12450,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12870","Federation (A)","A","Annual","2018","2018",12462,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2001","2001",10062,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2002","2002",9995,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2003","2003",9907,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2004","2004",9744,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2005","2005",9610,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2006","2006",9540,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2007","2007",9573,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2008","2008",9526,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2009","2009",9562,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2010","2010",9495,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2011","2011",9469,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2012","2012",9529,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2013","2013",9608,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2014","2014",9698,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2015","2015",9750,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2016","2016",9817,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2017","2017",9865,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12900","Forbes (A)","A","Annual","2018","2018",9910,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2001","2001",125777,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2002","2002",126520,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2003","2003",127183,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2004","2004",128176,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2005","2005",129490,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2006","2006",130586,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2007","2007",132751,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2008","2008",135287,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2009","2009",137979,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2010","2010",140040,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2011","2011",141726,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2012","2012",144159,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2013","2013",146604,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2014","2014",148882,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2015","2015",151069,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2016","2016",153161,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2017","2017",156435,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12930","Georges River (A)","A","Annual","2018","2018",158411,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2001","2001",4761,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2002","2002",4730,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2003","2003",4706,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2004","2004",4660,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2005","2005",4652,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2006","2006",4618,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2007","2007",4532,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2008","2008",4471,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2009","2009",4498,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2010","2010",4529,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2011","2011",4515,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2012","2012",4464,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2013","2013",4428,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2014","2014",4382,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2015","2015",4342,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2016","2016",4298,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2017","2017",4249,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","12950","Gilgandra (A)","A","Annual","2018","2018",4226,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2001","2001",8818,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2002","2002",8848,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2003","2003",8870,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2004","2004",8876,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2005","2005",8907,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2006","2006",8987,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2007","2007",8919,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2008","2008",8907,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2009","2009",8926,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2010","2010",8939,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2011","2011",8911,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2012","2012",8905,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2013","2013",8909,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2014","2014",8919,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2015","2015",8926,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2016","2016",8934,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2017","2017",8923,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13010","Glen Innes Severn (A)","A","Annual","2018","2018",8908,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2001","2001",26401,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2002","2002",26526,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2003","2003",26576,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2004","2004",26559,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2005","2005",26615,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2006","2006",26695,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2007","2007",26803,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2008","2008",27166,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2009","2009",27654,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2010","2010",28083,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2011","2011",28363,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2012","2012",28730,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2013","2013",29187,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2014","2014",29486,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2015","2015",29815,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2016","2016",30261,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2017","2017",30575,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13310","Goulburn Mulwaree (A)","A","Annual","2018","2018",30852,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2001","2001",10455,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2002","2002",10331,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2003","2003",10189,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2004","2004",10126,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2005","2005",10036,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2006","2006",9999,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2007","2007",9985,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2008","2008",9988,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2009","2009",10009,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2010","2010",10060,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2011","2011",10072,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2012","2012",10161,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2013","2013",10220,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2014","2014",10318,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2015","2015",10441,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2016","2016",10519,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2017","2017",10608,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13340","Greater Hume Shire (A)","A","Annual","2018","2018",10686,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2001","2001",24412,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2002","2002",24377,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2003","2003",24277,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2004","2004",24235,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2005","2005",24329,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2006","2006",24450,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2007","2007",24583,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2008","2008",24817,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2009","2009",25100,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2010","2010",25264,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2011","2011",25395,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2012","2012",25614,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2013","2013",25705,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2014","2014",25942,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2015","2015",26171,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2016","2016",26356,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2017","2017",26608,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13450","Griffith (C)","A","Annual","2018","2018",26882,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2001","2001",12306,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2002","2002",12193,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2003","2003",12036,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2004","2004",11892,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2005","2005",11792,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2006","2006",11782,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2007","2007",11879,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2008","2008",11987,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2009","2009",12151,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2010","2010",12344,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2011","2011",12519,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2012","2012",12514,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2013","2013",12481,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2014","2014",12468,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2015","2015",12447,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2016","2016",12491,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2017","2017",12587,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13550","Gunnedah (A)","A","Annual","2018","2018",12661,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2001","2001",5716,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2002","2002",5652,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2003","2003",5573,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2004","2004",5492,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2005","2005",5442,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2006","2006",5428,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2007","2007",5307,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2008","2008",5210,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2009","2009",5167,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2010","2010",5131,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2011","2011",5102,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2012","2012",5172,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2013","2013",5218,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2014","2014",5250,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2015","2015",5302,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2016","2016",5326,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2017","2017",5318,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13660","Gwydir (A)","A","Annual","2018","2018",5349,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2001","2001",62412,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2002","2002",62515,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2003","2003",62530,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2004","2004",62032,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2005","2005",61698,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2006","2006",61725,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2007","2007",62262,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2008","2008",63066,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2009","2009",63618,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2010","2010",63982,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2011","2011",64353,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2012","2012",64670,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2013","2013",65145,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2014","2014",65503,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2015","2015",65890,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2016","2016",66346,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","13800","Hawkesbury (C)","A","Annual","2017","2017",66669,,
