"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2018","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2002","2002",2278,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2003","2003",2323,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2004","2004",2365,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2005","2005",2410,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2006","2006",2468,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2007","2007",2498,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2008","2008",2531,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2009","2009",2535,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2010","2010",2588,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2011","2011",2595,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2012","2012",2643,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2013","2013",2686,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2014","2014",2694,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2015","2015",2695,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2016","2016",2702,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2017","2017",2799,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","37600","Yarrabah (S)","A","Annual","2018","2018",2848,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2007","2007",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2008","2008",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2009","2009",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2010","2010",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2011","2011",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2012","2012",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2013","2013",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2014","2014",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2015","2015",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2017","2017",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39499","No usual address (Qld)","A","Annual","2018","2018",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2007","2007",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2008","2008",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2009","2009",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2010","2010",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2011","2011",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2012","2012",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2013","2013",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2014","2014",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2015","2015",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2017","2017",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","39799","Migratory - Offshore - Shipping (Qld)","A","Annual","2018","2018",0,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2001","2001",1503461,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2002","2002",1511567,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2003","2003",1520399,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2004","2004",1528189,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2005","2005",1538804,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2006","2006",1552529,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2007","2007",1570619,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2008","2008",1588665,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2009","2009",1608902,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2010","2010",1627322,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2011","2011",1639614,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2012","2012",1656725,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2013","2013",1671488,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2014","2014",1686945,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2015","2015",1700668,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2016","2016",1712843,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2017","2017",1723923,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","4","South Australia","A","Annual","2018","2018",1736422,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2001","2001",13211,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2002","2002",13857,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2003","2003",14533,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2004","2004",15613,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2005","2005",16573,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2006","2006",17479,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2007","2007",18549,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2008","2008",19217,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2009","2009",19914,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2010","2010",20525,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2011","2011",20920,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2012","2012",21537,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2013","2013",22143,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2014","2014",22624,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2015","2015",23085,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2016","2016",23552,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2017","2017",24248,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40070","Adelaide (C)","A","Annual","2018","2018",24794,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2001","2001",38549,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2002","2002",38681,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2003","2003",38829,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2004","2004",38890,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2005","2005",39066,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2006","2006",39165,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2007","2007",39204,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2008","2008",39301,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2009","2009",39424,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2010","2010",39640,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2011","2011",39699,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2012","2012",39720,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2013","2013",39687,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2014","2014",39657,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2015","2015",39630,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2016","2016",39632,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2017","2017",39650,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40120","Adelaide Hills (DC)","A","Annual","2018","2018",39734,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2001","2001",7354,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2002","2002",7509,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2003","2003",7710,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2004","2004",7816,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2005","2005",8023,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2006","2006",8118,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2007","2007",8255,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2008","2008",8285,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2009","2009",8324,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2010","2010",8417,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2011","2011",8483,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2012","2012",8576,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2013","2013",8646,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2014","2014",8744,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2015","2015",8819,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2016","2016",8912,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2017","2017",8982,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40150","Adelaide Plains (DC)","A","Annual","2018","2018",9059,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2001","2001",18091,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2002","2002",18689,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2003","2003",19297,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2004","2004",20019,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2005","2005",20611,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2006","2006",21208,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2007","2007",21843,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2008","2008",22472,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2009","2009",23027,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2010","2010",23729,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2011","2011",24125,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2012","2012",24693,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2013","2013",25203,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2014","2014",25705,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2015","2015",26203,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2016","2016",26562,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2017","2017",26790,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40220","Alexandrina (DC)","A","Annual","2018","2018",27037,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2001","2001",2661,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2002","2002",2599,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2003","2003",2543,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2004","2004",2469,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2005","2005",2389,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2006","2006",2310,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2007","2007",2352,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2008","2008",2416,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2009","2009",2476,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2010","2010",2560,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2011","2011",2660,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2012","2012",2651,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2013","2013",2622,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2014","2014",2605,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2015","2015",2568,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2016","2016",2498,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2017","2017",2523,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2018","2018",2558,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2001","2001",19418,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2002","2002",19619,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2003","2003",19920,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2004","2004",20370,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2005","2005",20751,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2006","2006",21096,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2007","2007",21357,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2008","2008",21641,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2009","2009",21889,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2010","2010",22257,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2011","2011",22525,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2012","2012",22853,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2013","2013",23138,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2014","2014",23468,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2015","2015",23829,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2016","2016",24200,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2017","2017",24478,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40310","Barossa (DC)","A","Annual","2018","2018",24808,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2001","2001",2585,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2002","2002",2600,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2003","2003",2596,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2004","2004",2596,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2005","2005",2590,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2006","2006",2590,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2007","2007",2587,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2008","2008",2575,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2009","2009",2560,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2010","2010",2535,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2011","2011",2496,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2012","2012",2488,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2013","2013",2495,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2014","2014",2521,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2015","2015",2542,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2016","2016",2592,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2017","2017",2568,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40430","Barunga West (DC)","A","Annual","2018","2018",2551,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2001","2001",11273,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2002","2002",11244,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2003","2003",11226,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2004","2004",11197,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2005","2005",11190,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2006","2006",11239,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2007","2007",11175,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2008","2008",11029,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2009","2009",10902,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2010","2010",10819,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2011","2011",10733,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2012","2012",10779,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2013","2013",10804,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2014","2014",10847,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2015","2015",10854,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2016","2016",10835,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2017","2017",10841,,
"ERP","Estimated Resident Population","LGA2018","Local Government Areas (2018)","40520","Berri and Barmera (DC)","A","Annual","2018","2018",10853,,
